Unnamed: 0,Book Title,Book Author,Summary,Genres,String Counts
675,How To Keep Your Man: And Keep Him For Good,Darren G. Burton,much has been written about how to attract a man but once you have your man how do you keep him what will make him loyal happy contended and always with you how to keep your man is your guide book to absolute happiness with your partner and relationship bliss it is a must read for all women who desire a fulfilling and everlasting relationship you will ignite the fires of his passion he will see you as the girl of his dreams he will desire no other woman but you written from the male perspective this book will not only help single women attract the right man into their lives it teaches women how to keep their man and keep him for good,Non-fiction,11
4307,The Old Man and the Sea,Ernest Hemingway,librarians note an alternate cover edition can be found herethis short novel already a modern classic is the superbly told tragic story of a cuban fisherman in the gulf stream and the giant marlin he kills and losesspecifically referred to in the citation accompanying the authors nobel prize for literature in 1954,Young adult literature,22
358,The Electric Kool-Aid Acid Test,Tom Wolfe,tom wolfes muchdiscussed kaleidoscopic nonfiction novel chronicles the tale of novelist ken kesey and his band of merry pranksters in the 1960s kesey led a group of psychedelic sympathizers around the country in a painted bus presiding over lsdinduced acid tests all along the way long considered one of the greatest books about the history of the hippies wolfes ability to research like a reporter and simultaneously evoke the hallucinogenic indulgence of the era ensures that this book written in 1967 will live long in the counterculture canon of american literature,Non-fiction,11
3867,The Hundred Thousand Kingdoms,N.K. Jemisin,yeine darr is an outcast from the barbarian north but when her mother dies under mysterious circumstances she is summoned to the majestic city of sky there to her shock yeine is named an heiress to the king but the throne of the hundred thousand kingdoms is not easily won and yeine is thrust into a vicious power struggle,Young adult literature,22
3558,The Disreputable History of Frankie Landau-Banks,E. Lockhart,frankie landaubanks at age 14 debate club her fathers bunny rabbit a mildly geeky girl attending a highly competitive boarding school frankie landaubanks at age 15 a knockout figure a sharp tongue a chip on her shoulder and a gorgeous new senior boyfriend the supremely goofy wordobsessed matthew livingston frankie landaubanks at age 16 no longer the kind of girl to take no for an answer and possibly a criminal mastermind this is the story of how she got that wayfrankie landaubanks no longer the kind of girl to take no for an answer especially when no means shes excluded from her boyfriends allmale secret society not when her exboyfriend shows up in the strangest of places not when she knows shes smarter than any of them when she knows matthews lying to her and when there are so many many pranks to be done,Young adult literature,22
5689,Incite Insight,Robert New,it wasnt a pill or drug like in the movies  he was a philosopher not a pharmacist it was an actual course of work that would help make a person more intelligent incite insight is a speculative crime thriller newly promoted country boy detective brad thomas is put on the case after a number of mysterious deaths  the victims brains appear to have melted brad and detective sally summers discover that the victims are linked by a strange tattoo that reveals membership of a secret organisation brad uncovers an intelligence raising program created by the first person to die from what the media dub the melting brain believing that this program is the key to solving the deaths brad works his way through its levels and finds his own thinking being transformed soon he is invited to join the secret organisation that has been spreading the program  the network of freethinkers he finds himself becoming involved in their plan to alter the way the world is run and create what they call the age of the philosopher king will he help change the world,Suspense,8
3949,Winter,Marissa Meyer,princess winter is admired for her grace kindness and beauty despite the scars on her face shes said to be even more breathtaking than her stepmother queen levanawhen winter develops feelings for the handsome palace guard jacin she fears the evil queen will crush their romance before it has a chance to beginbut there are stirrings against the queen across the land together with the cyborg mechanic cinder and her allies winter might even find the power to launch a revolution and win a war thats been raging for far too longcan cinder scarlet cress and winter claim their happily ever afters by defeating levana once and for all,Young adult literature,22
3700,Circle of Five,Jan Raymond,circle of five is the first book in the pha yul trilogy  after a sudden lightning storm sam cassie ryan maya and seb find that theyve acquired strange and amazing powers confused and scared they turn to mr harris a teacher in their school who offers to help them control their powers  but is there more to mr harris than meets the eye his cryptic explanations about their powers how and why they manifested leaves the five kids with more questions than answers can they trust mr harris is he telling them the truth or does he have his own reasons for helping them what is the truth behind the secret society that he belongs to the children try to figure out the answers as they work towards gaining control over their powers  unknown to them danger lingers near they have to face the threat and put their lives at risk they must learn to trust one another and combine their powers to survivewill they make it are their powers strong enough and will they finally find the answers they seek ,Young adult literature,22
5647,Final Paradox,Mary E. Martin,harry jenkins an honest lawyer seeks truth and love in a world darkened by fraud and deceit years back elixicorp a company developing a drug to forestall memory loss defrauded millions from torontos elite but since then no one has been able to find the money this long buried treasure has poisoned the lives of all who seek ithis elderly client norma dinnick teeters between lucidity and madness in her dark world of paradoxical claims when she instructs harry to sue the other claimants for the elixicorp shares one of the litigants is fatally shot in open court at osgoode hall the murder weapon is an ornate silver pistol which is both a means of betrayal and a gift of love peter saunderson an old acquaintance of harrys from law school surfaces to frame his own wife and lover with the courtroom murder and to implicate harry in the schemeharry and his father have been estranged for years stanley is found unconscious at the foot of his cellar steps a gun in his hand waking from his coma he asks harrys forgiveness for a longburied wrong this ugly 38 calibre gun becomes the means whereby love and forgiveness is foundbeset with questions harry turns to the beautiful natasha who guides him to the answers and an understanding of the final paradox,Suspense,8
5040,Shadow of Freedom,David Weber,new york times usa today wall street journal and international bestselling phenomenon david weber delivers book 18 in the multiple new york times bestselling honor harrington series honor harringtons royal manticoran navy fights space battles alongside planetary rebels as its old rival the corrupt solarian league begins to crumble18 in the multiplybestselling honor harrington serieswrong number there are two sides to any quarrel    unless there are more michelle henke queen elizabeth of manticores first cousin honor harringtons best friend and the commanding officer of manticores tenth fleet is just a bit surprised when a messenger arrives from the mobius system to inform her that the mobius liberation front is prepared to rise in rebellion against the hated regime president svein lombroso she can understand why anyone would want to rebel against someone like lombroso but why tell her about it after all she has problems of her own like the minor matter of a lifeordeath war against the solarian league michelle has just handed the invincible solarian league navy the most humiliating onesided defeat in its entire almost thousandyear history in defense of the people of the star empires talbott quadrant but the league is the most powerful star nation in the history of humanity its navy is going to be back  and this time with thousands of superdreadnoughts  yet she also knows scores of other star systems  some independent some controlled by puppet regimes and some simply conquered outright by the solarian office of frontier security  lie in the leagues grip along its frontier with the talbott quadrant as combat spreads from the initial confrontation the entire frontier has begun to seethe with unrest and michelle sympathizes with the oppressed populations wanting only to be free of their hated masters  and that puts her in something of a quandary when the messenger from mobius arrives because someones obviously gotten a wrong number according to him the mobians uprising has been carefully planned to coordinate with a powerful outside ally the star empire of manticore only manticore  and mike henke  have never even heard of the mobius liberation front its a setup    and michelle knows whos behind it the shadowy mesan alignment has launched a bold move to destroy manticores reputation as the champion of freedom and when the rmn doesnt arrive when the mlf is brutally and bloodily crushed no independent star system will ever trust manticore again mike henke knows she has no orders from her government to assist any rebellions or liberation movements that she has only so many ships which can be in only so many places at a time    and that she cant possibly justify diverting any of her limited outnumbered strength to missions of liberation the star empire never signed on for  she knows that    and she doesnt care no one is going to send thousands of patriots to their deaths trusting in manticoran help that will never come  not on mike henkes watchabout shadow of freedom this entry is just as exciting as webers initial offering   the result is a fastpaced and actionpacked story that follows our characters as they move from reaction to command of the situation weber builds shadow of freedom to an exciting and unexpected climaxdaily news of galvestonabout mission of honor 13 in the honor harrington series  weber combines realistic engaging characters with intelligent technological projection and a deep understanding of military bureaucracy in this longawaited honor harrington novelfans of this venerable space opera will rejoice to see honor back in actionpublishers weekly   this latest honor harrington novel brings the saga to another crucial turning pointreaders may feel confident that they will be honored many more times and enjoy it every timebooklist about david weber and the honor harrington series    everything you could want in a heroine  excellent  plenty of actionscience fiction age  brilliant brilliant brilliantanne mccaffrey  compelling combat combined with engaging characters for a great space opera adventurelocus  weber combines realistic engaging characters with intelligent technological projection    fans of this venerable space opera will rejoice   publishers weekly,Science Fiction,15
892,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,data is fundamental to the modern world from economic development to healthcare to education and public policy we rely on numbers to allocate resources and make crucial decisions but because so much data fails to take into account gender because it treats men as the default and women as atypical bias and discrimination are baked into our systems and women pay tremendous costs for this bias in time money and often with their livescelebrated feminist advocate caroline criado perez investigates the shocking root cause of gender inequality and research in invisible women diving into womens lives at home the workplace the public square the doctors office and more built on hundreds of studies in the us the uk and around the world and written with energy wit and sparkling intelligence this is a groundbreaking unforgettable expos that will change the way you look at the world,Non-fiction,11
3572,The Forest of Hands and Teeth,Carrie Ryan,in marys world there are simple truths the sisterhood always knows best the guardians will protect and serve the unconsecrated will never relent and you must always mind the fence that surrounds the village the fence that protects the village from the forest of hands and teeth but slowly marys truths are failing her shes learning things she never wanted to know about the sisterhood and its secrets and the guardians and their power and about the unconsecrated and their relentlessness when the fence is breached and her world is thrown into chaos she must choose between her village and her futurebetween the one she loves and the one who loves her and she must face the truth about the forest of hands and teeth could there be life outside a world surrounded by so much death,Young adult literature,22
5066,Midnight Robber,Nalo Hopkinson,an alternate cover for this isbn can be found hereits carnival time and the carribeancolonized planet of toussaint is celebrating with music dance and pageantry masked midnight robbers waylay revelers with brandished weapons and spellbinding words but to young tantan the robber queen is simply a favourite costume to wear at the festivaluntil her powercorrupted father commits an unforgivable crime suddenly both father and daughter are thrust into the brutal world of new halfway tree here monstrous creatures from folklore are real and the humans are violent outcasts in the wilds here tantan must reach into the heart of mythand become the robber queen herself for only the robber queens legendary powers can save her lifeand set her free,Science Fiction,15
4919,Retrograde,Peter Cawdron,mankind has long dreamed of reaching out to live on other planets and with the establishment of the mars endeavour colony that dream has become reality the fledgling colony consists of 120 scientists astronauts medical staff and engineers buried deep underground theyre protected from the harsh radiation that sterilizes the surface of the planet the colony is prepared for every eventuality except onewhat happens when disaster strikes earth,Science Fiction,15
15417,A Killing Frost,R. D. Wingfield," The long-suffering Superintendent Mullet has enlisted the help of a new D.C.I, Skinner, to rid the Denton Police of Inspector Frost once-and-for-all. The pair see him as a hindrance to the Police Service, which is struggling to adapt to the modern era of Policing. Inspector Frost is his usual uncouth self; derogatory towards women and with a slightly perverse sense of humour, but through this we can see that in a way, they are right: Frost has no place in the modern Police Service and he knows it all-too-well. Meanwhile, Inspector Frost has to contend with missing children, severed body parts, rape cases and a man claiming to have killed his wife (even though she reports in as alive and living outside Denton). Every time Frost takes on a case, another seems to pop-up, and he begins to feel the strain. Things take an alarming turn for the worse as his nemesis discovers that Frost has been forging pay-slips for some time (a crime for which D.I Frost could very easily be fired), Frost is cornered in an abandoned butcher's shop by a knife-wielding man and the whole situation is brought to an explosive end in an armed stand-off at a remote farmhouse.",Mystery,7
7959,A Christmas Memory,Truman Capote," ""A Christmas Memory"" is about a young boy, referred to as ""Buddy,"" and his older cousin, who is unnamed in the story but is called Sook in later adaptations. The boy is the narrator, and his older cousin — who is eccentric and childlike — is his best friend. They live in a house with other relatives, who are authoritative and stern, and have a dog named Queenie. The family is very poor, but Buddy looks forward to Christmas every year nevertheless, and he and his elderly cousin save their pennies for this occasion. Every year at Christmastime, Buddy and his friend collect pecans and buy whiskey — from a scary American Indian bootlegger named Haha Jones — and many other ingredients to make fruitcakes. They send the cakes to acquaintances they have met only once or twice, and to people they've never met at all, like President Franklin Delano Roosevelt. This year, after the two have finished the elaborate four-day production of making fruitcakes, the elderly cousin decides to celebrate by finishing off the remaining whiskey in the bottle. This leads to the two of them becoming drunk, and being severely reprimanded by angry relatives. The next day Buddy and his friend go to a faraway grove, which the elderly cousin has proclaimed the best place, by far, to chop down Christmas trees. They manage to take back a large and beautiful tree, despite the arduous trek back home. They spend the following days making decorations for the tree and presents for the relatives, Queenie, and each other. Buddy and the older cousin keep their gifts to each other a secret, although Buddy assumes his friend has made him a kite, as she has every year. He has made her a kite, too. Come Christmas morning, the two of them are up at the crack of dawn, anxious to open their presents. Buddy is extremely disappointed, having received the rather dismal gifts of old hand-me-downs and a subscription to a religious magazine. His friend has gotten the somewhat better gifts of Satsuma oranges and hand-knitted scarves. Queenie gets a bone. Then they exchange their joyful presents to each other: the two kites. In a beautiful hidden meadow, they fly the kites that day in the clear winter sky, while eating the older cousin's Christmas oranges. The elderly cousin thinks of this as heaven, and says that God and heaven must be like this. It is their last Christmas together. The following year, the boy is sent to military school. Although Buddy and his friend keep up a constant correspondence, this is unable to last because his elderly cousin suffers more and more the ravages of old age, and slips into dementia. Soon, she is unable to remember who Buddy is, and not long after, she passes away. As Buddy says later: ""And when that happens, I know it. A message saying so merely confirms a piece of news some secret vein had already received, severing me from an irreplaceable part of myself, letting it loose like a kite string. That is why, walking across a school campus on this particular December morning, I keep searching the sky. As if I expected to see, rather like hearts, a lost pair of kites hurrying towards heaven.""",Children's literature,21
5093,Oxygen,Randall Ingermanson," As the novel begins, Dr. Valerie (""Valkerie"") Jansen is on a field trip on the slope of Mount Trident on the Alaska Peninsula. In real life, this volcano has not erupted for many years—but in the novel, Mount Trident vents sulfur dioxide into the air, and this gas settles into the valley where Valkerie is encamped. She barely survives the experience, at one point taking the air from the tires of her Jeep, which is the only air available for her to breathe. The next morning, the Chief Administrator of NASA, together with one of NASA's senior physicians, lands on the slope of Mount Trident in a helicopter. They are looking for Valkerie, because they wish to interview her for a position as an Astronaut Candidate. The conversation that follows is very confusing to both sides, chiefly because Valkerie is convinced that Mount Trident is about to erupt and all three must evacuate at once. Eventually, however, Valkerie climbs aboard the helicopter with the two NASA officials. Eventually she is summoned to Houston, Texas, and reports for training at NASA's headquarters complex. A hot dispute between the NASA Administrator and Nate Harrington, the Mars Mission Director, results in her beginning a training regimen that is more grueling than usual, leading her to believe that Harrington wants her dropped from the program on any pretext he can invent. But in fact the NASA brass are very much impressed with her academic record and her seemingly unique ability to cope with ""five-sigma"" days—days remarkable for a series of dire, often life-threatening crises. (Her breathing the air in her Jeep tires to survive the fumarolic venting incident is a case in point.) As for Mr. Harrington, he has never wanted anything more than to have the NASA administrator respect his prerogatives as Mars Mission Director—and furthermore, he is distracted by a series of events that have nothing to do with Valkerie or her candidacy. Nate's distractions include: a serious budget problem that has forced NASA to sell exclusive broadcast rights to a major television network, a clear threat from a prominent US Senator that he ""has the votes"" to terminate NASA's flagship program, a compromise of project security that darkly suggests a terrorist plot against NASA (and requires him to have an FBI agent as a semi-regular on the NASA campus)--and a controversy involving the crew selection for Ares 10, which is to be the first crewed mission to Mars. NASA's psychiatrists have abruptly demanded interviews with all members of the Ares 10 crew—Josh Bennett, Kennedy Hampton, Alexis ""Lex"" Ohta, and Bob ""Kaggo"" Kaganovski. Bob in particular fears that the psychiatrists want to remove him from the crew—because he has never felt entirely secure in his position, mainly because he does not have the devil-may-care abandon that is part of the ""astronaut stereotype"" and which Kennedy displays in overabundance. So when the psychiatrists call him in for an interview, he tells them that he would gladly obey any order given him by Josh, the assigned mission commander—not mentioning that he always reserves the right to act as he sees fit if he thinks that Josh, or any other commander, has issued a wrong order. But the psychiatrists are not suspicious of Bob at all, but rather of Josh. Specifically, their protocols inform them that having one man, even the mission commander, dominate the crew is a recipe for disaster. Bob's interview, added to an earlier interview given by Kennedy, only add to their disquiet. During their deliberations, they then run a computer-based decision-analytic model on two possible crew complements—one including Josh, and the other removing Josh as mission commander and assigning Valkerie Jansen to the flight. To everyone's surprise, a crew complement that includes Valkerie scores very high on their decision-analytic indices. Thus the psychiatrists issue their final ""recommendation,"" which carries the force of an order: Josh Bennett is to be dropped from the crew, Kennedy Hampton is to be promoted to mission commander, and the crew will gain a new mission specialist: Valkerie Jansen. Valkerie feels doubly guilty about accepting the assignment. First, she sees herself as usurping the place of another, more experienced astronaut (Josh). Second, she is afraid that a prior association will return to haunt her—specifically, her relationship with a fellow student at Yale University who killed himself in a laboratory explosion he had caused because of his notion of Christian duty. (This bombing incident took place during the heyday of Operation Rescue--and furthermore, the presence of a religious-motivated picket line at NASA's main gate only adds to her apprehensions about having her Christian associations revealed.) Josh is ignorant of her fears concerning her Christian associations, but recognizes that she might feel guilty over supplanting him. So he takes her on a training flight to the Kennedy Space Center and there tells her that her primary duty is to Project Ares, which will shut down completely if she does not accept the assignment. He gallantly offers to take personal responsibility for her remaining training. With this assurance, she returns to Houston and tells Nate Harrington that she will accept the assignment. In January 2014, Ares 10 launches into space. The launch is very violent, because the mission controllers decide to launch in the face of a crosswind that exceeds NASA's stated limits. This causes damage to multiple habitat systems, including the telemetry bus, the Ku-band antenna, and a solar panel. Valkerie develops serious doubts about continuing the mission, especially when she catches Kennedy in a lie about a chemical fluid spill (he says that he spilled juice from a snack container, but Valkerie knows better) and then appears to threaten her with the non-regulation acetylene blowtorch he has brought aboard. Bob is actually no more eager to continue than Valkerie. But Kennedy insists on continuing the mission and browbeats his crew into telling Houston that they are all agreed. Subsequently, they perform trans-Martian injection, thus committing themselves. Three months later, they have repaired their data telemetry bus, and Kennedy and Bob perform an EVA to repair the Ku-band antenna, a repair that would have been pointless before. After completing the repair, they proceed to inspect the dual solar panels to see whether they can repair the damaged panel. Bob discovers some stray exposed wires that do not appear on anyone's schematics of the habitat. He proceeds to test them with a multimeter--and by a fateful error, sets the multimeter to measure resistance rather than electromotive potential (""voltage""). As a result, he inadvertently bridges a circuit between the wires—and thus causes an explosion. Someone has, quite simply, planted a bomb on board, and Bob has triggered it. The explosion blows away the otherwise intact solar panel, compromises the hull, and dazes Bob and fills his arm with what turns out to be stainless-steel shrapnel—a detail whose full significance the astronauts will realize only much later. Valkerie, standing by in the EVA suit room, immediately suits up, places the unconscious Lex Ohta into a rescue bubble, hastily repairs the hull breach, and releases the remaining oxygen from the fuel-cell tanks. Only then can she open the airlock to admit Kennedy, who at first insists that Bob is dead. Valkerie, believing that Kennedy acted carelessly, goes outside to fetch him in. Presently Bob recovers enough to discover that Valkerie's repair was incomplete, and simply asks her to help him make a more complete repair. But as a result of the original hull breach and Valkerie's incomplete repair efforts, the crew no longer has enough oxygen on board to survive the transit to Mars. Neither will they have sufficient power for all ship's systems from the remaining solar panel when they reach Mars. When NASA—represented by a very shaken Josh Bennett as CapCom—fails to inform them of this fact in a timely fashion, the astronauts bleakly conclude that they can no longer trust NASA. Josh Bennett refuses to give up on the crew. He remembers that an Earth Return Vehicle is on its way to Mars at the same time, and proposes to accelerate it to intercept Ares 10, so that the crew can use it as a lifeboat. Engineer Cathe Willison computes a solution for the intercept—but then points out that the oxygen will only last if two of the crew sacrifice themselves. Valkerie, however, proposes another solution: observing that Lex, who is still in a coma, is consuming less oxygen, she proposes that two other astronauts go into drug-induced comas, with one astronaut remaining awake to accomplish the rendezvous and then reawaken the rest of the crew. NASA's doctors conclude that Valkerie could in fact synthesize enough sodium pentathol to accomplish this plan. But this raises the question of which astronaut will remain awake. That question is more than academic—because a review of surveillance tapes made inside the habitat prior to launch identifies six people only who could have planted the bomb—the four members of the crew, Josh Bennett, and Nate Harrington. No one suspects Nate or Josh (not yet), and so the astronauts suspect one another—and furthermore, Kennedy is deliberately manipulating his crewmates' emotions, even to the point of crudely demanding sexual favors from Valkerie (which she refuses to grant). Two further items of evidence eventually decide the issue in Valkerie's favor. One, Josh Bennett discovers that Kennedy in fact manipulated NASA's psychiatric brass in order to have Josh removed from the crew. Two, a computer simulation predicts that if Bob is the one to stay awake, he'll use up all the oxygen. Bob, ever reserving his right to act at discretion, secretly prepares a dose of sodium pentathol to use on Valkerie after she has sedated Kennedy. But at the last minute, Valkerie tells him that she forgives him for not trusting her. He cannot bring himself to rebel against Valkerie, and so allows her to sedate him. Valkerie now faces a problem with which she almost cannot cope: total isolation, with no one to converse with—not even Houston, because she must power down the radio to conserve energy. She spends most of the time in prayer, but mostly crying out to God to ""send her an e-mail"" and give her a reason to believe. As the ERV continues its approach, Valkerie asks for and receives permission to revive Bob so that he can help her pilot the habitat to a rendezvous with the ERV. Unhappily, the ERV is approaching far too fast. Valkerie's attempt to match velocity with it ends in failure, and worse—she uses up more fuel than they can spare. With the ERV speeding past the habitat, Bob and Valkerie suddenly remember that the ERV carries a crew re-entry vehicle with its own engine. They issue orders to detach it from the ERV and bring it to a slow rendezvous—and then Valkerie makes another spacewalk to cut loose its oxygen tank and bring it aboard. Bob, in turn, receives instructions to build a Sabatier scrubber—an ultra-low-power device for removing carbon dioxide from the ship's air. They then reawaken Kennedy, who must regain his strength to perform the landing—and then decide that the only way they can land is to abandon the original mission profile calling for a Martian orbital capture, and instead dive straight down to the Martian surface. This is an incredibly risky maneuver, one which they almost do not complete because they are about to use an aerobrake deployment system that is non-functional. (Another failure of trust is responsible for this predicament, which they avoid only by some last-minute deduction of NASA's true intentions.) They intend to land in a camp that previous missions have already established—but they end up landing too far away. However, they manage to pool their remaining oxygen to give to Bob and Kennedy, so that they can retrieve a pressurized powered rover to rescue Valkerie and Lex. When the men return, they find the women unconscious and seemingly dead—but Valkerie has found Bob's hidden dose of sodium pentathol and uses that to put her and Lex into a coma once again—so that they survive, but Valkerie suffers multiple rib fractures when Bob attempts cardiopulmonary resuscitation. Finally, the astronauts realize the significance of the stainless-steel shrapnel with which Bob had been wounded in the initial explosion. None of the ship's systems was made of stainless steel—in fact, the lack of any material but plastic was a source of great frustration to Valkerie when she first attempted to seal the hull breach. Valkerie and Lex realize that the stainless steel must have come from a bacterial culture vial that Josh Bennett had received from a former girlfriend in Antarctica—and that the vial contained a radiation-resistant bacterium, the same one that in fact had contaminated some of the ship's systems after the explosion. Now the astronauts realize what has happened to them: Josh Bennett, fearing cancellation of Project Ares and the disbanding of NASA, sought to ""seed"" a radio-resistant bacterium on Mars for the astronauts to ""discover."" To accomplish this, he did plant a bomb on board, designed to detonate with the deployment of the aerobrakes. But the damage to the habitat on the rocky launch ultimately caused the bomb to detonate in transit. This also explains Josh's brittle emotional state—he realizes that his attempt to give the astronauts something to discover very nearly killed them instead. Bob ultimately tells Josh that Valkerie has figured it out, and that they all forgive him for what he did, knowing as they do that he never meant them any harm. The last scene is a set-up for the sequel: Bob, who is now enamored of Valkerie, proposes marriage to her before a worldwide six-billion-strong television audience that has tuned into watch ""the first two astronauts to walk on Mars.""",Science Fiction,15
680,Warring States,Mags L Halliday," Cousin Octavia of Faction Paradox has come to Peking during the Boxer Rebellion in search of an artifact she believes can bestow immortality. For Liu Hui Ying, the artifact is a symbol that will rally the Han. But in this dangerous time, more than each other stands in the way of either obtaining the jade casket.",Science Fiction,15
21,Mary Edwards Walker: America's Only Female Medal of Honor Recipient,Ammar Habib,"available in paperback kindle and kindle unlimited in the history of america only one woman has ever received the medal of honor dr mary edwards walker however marys life was more than just a medal not only was mary a leading suffragist the first female surgeon to serve in the united states army and an advocate of womens dress reform she was a woman who put the lives of others before hers she sacrificed her personal happiness her comforts and her reputation in order to fight for the ideals she believed in both during and after her service in the american civil war mary was a nonconformist in every way refusing to bow down to societys establishments when society towered above her demanding her to surrender mary planted herself like a tree and stood her ground marys life is a testament to the idea of selflessness today many americans stand on her shouldersthis book is more than a simple biography of marys life instead this book seeks to understand the woman behind the medal it seeks to discover the core of marys being and the inspirations that turned her into who she was people may know dr walker the question is 
who was mary
",Non-fiction,11
